flashback-network1	-hem,-sport	merge
flashback-network2	-dator,-droger	merge
flashback-network3	-sport,-droger	merge
flashback-network4	-hem,-dator	merge
flashback-network5	-hem,-droger	merge
flashback-network6	-dator,-sport	merge
flashback-network7	-hem,-kultur	merge
flashback-network8	-sport,-kultur	merge
flashback-network9	-droger,-kultur	merge
flashback-network10	-dator,-kultur	merge
